Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source
"3 BHK Flat for Sale in Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",110.0,968.0,3.0,3.0,Semi-Furnished,Owner,"Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Avishkar NK Anantaya, Vasna, Ahmedabad",115.0,1350.0,3.0,3.0,Unfurnished,Owner,"Avishkar Nk Anantaya, Vasna, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in HN Orchid Divine, South Bopal, Bopal, Ahmedabad",7500.0,1385.0,3.0,3.0,Unfurnished,Owner,"Hn Orchid Divine, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Zundal, Ahmedabad",6400.0,1611.0,3.0,3.0,Semi-Furnished,Owner,"Zundal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Maninagar, Ahmedabad",5000.0,1070.0,2.0,2.0,Semi-Furnished,Agent,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Krupa Kudrat Hill, Nikol, Ahmedabad",3200.0,4400.0,1.0,1.0,Semi-Furnished,Owner,"Krupa Kudrat Hill, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Jivraj Park, Ahmedabad",6000.0,1000.0,3.0,3.0,Furnished,Owner,"Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Ideal Imprint, Jagatpur, Ahmedabad",155.0,3150.0,4.0,3.0,Unfurnished,Owner,"Ideal Imprint, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Gurukul Road, Ahmedabad",115.0,1246.0,3.0,3.0,Furnished,Owner,"Gurukul Road, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Narayan Krupal 1, Keshav Nagar, Ahmedabad",4200.0,630.0,1.0,1.0,Semi-Furnished,Owner,"Narayan Krupal 1, Keshav Nagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in 42 Parkview, Science City, Ahmedabad",195.0,272.0,3.0,3.0,Semi-Furnished,Owner,"42 Parkview, Science City, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Orchard Godrej Garden City, Godrej Garden City Road, Ahmedabad",125.0,1181.0,3.0,3.0,Furnished,Owner,"Orchard Godrej Garden City, Godrej Garden City Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Mahadev Anushthan Grace, Isanpur, Ahmedabad",4400.0,1161.0,2.0,2.0,Furnished,Owner,"Mahadev Anushthan Grace, Isanpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Gota, Ahmedabad",7400.0,1165.0,3.0,3.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in New Ranip, Ahmedabad",5500.0,707.0,2.0,2.0,Furnished,Owner,"New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Panjara Pol, Ambawadi, Ahmedabad",265.0,3000.0,4.0,3.0,Furnished,Owner,"Panjara Pol, Ambawadi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ganesh Homes, New Ranip, Ahmedabad",8000.0,9100.0,2.0,3.0,Furnished,Owner,"Ganesh Homes, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Western Glory, Gota, Ahmedabad",100.0,960.0,3.0,3.0,Furnished,Owner,"Western Glory, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Gurukul, Ahmedabad",6800.0,1026.0,2.0,2.0,Semi-Furnished,Owner,"Gurukul, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Galaxy Tower, Bodakdev, Ahmedabad",150.0,1700.0,3.0,3.0,Furnished,Owner,"Galaxy Tower, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shree Rang Nagar, Gandhinagar Rd, Ahmedabad",6000.0,173.0,3.0,3.0,Unfurnished,Owner,"Shree Rang Nagar, Gandhinagar Rd, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ghatlodiya, Ahmedabad",5300.0,9000.0,2.0,2.0,Semi-Furnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks
"5 BHK Flat for Sale in Riviera Majestica, Shela, Ahmedabad",307.0,2772.0,5.0,3.0,Unfurnished,Owner,"Riviera Majestica, Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in A.Shridhar Kaveri Sangam, Shilaj, Ahmedabad",8950.0,1025.0,3.0,3.0,Furnished,Owner,"A.Shridhar Kaveri Sangam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Kathwada, Ahmedabad",6400.0,1001.0,3.0,3.0,Unfurnished,Owner,"Kathwada, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Maninagar East, Maninagar, Ahmedabad",5500.0,110.0,2.0,2.0,Semi-Furnished,Owner,"Maninagar East, Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Euphoria Aaryan Elan, Jagatpur, Ahmedabad",122.0,245.0,3.0,3.0,Unfurnished,Owner,"Euphoria Aaryan Elan, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nikol, Ahmedabad",6500.0,135.0,2.0,2.0,Unfurnished,Owner,"Nikol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vishnudhara Garden, Gota, Ahmedabad",100.0,1863.0,3.0,3.0,Unfurnished,Owner,"Vishnudhara Garden, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in JP Iscon Platinum, Bopal, Ahmedabad",125.0,1980.0,2.0,2.0,Semi-Furnished,Owner,"Jp Iscon Platinum, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Pandav Sunway Residancy, Nikol, Ahmedabad",8000.0,831.0,3.0,3.0,Semi-Furnished,Owner,"Pandav Sunway Residancy, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ambli, Ahmedabad",153.0,2475.0,3.0,3.0,Furnished,Owner,"Ambli, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Radhekrishna Shubh Green, Tragad, Ahmedabad",9000.0,205.0,3.0,3.0,Unfurnished,Owner,"Radhekrishna Shubh Green, Tragad, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Narolgam, Ahmedabad",2000.0,774.0,1.0,1.0,Unfurnished,Owner,"Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Prayag Residency, Bodakdev, Ahmedabad",300.0,2310.0,4.0,3.0,Furnished,Agent,"Prayag Residency, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Madhav Vrund, Naroda, Ahmedabad",4000.0,552.0,2.0,2.0,Unfurnished,Owner,"Madhav Vrund, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Deep Satyadeep Heights, Prahlad Nagar, Ahmedabad",110.0,1440.0,3.0,3.0,Furnished,Owner,"Deep Satyadeep Heights, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shela, Ahmedabad",5400.0,850.0,2.0,2.0,Semi-Furnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Paldi, Ahmedabad",100.0,160.0,2.0,2.0,Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Laxmi Nivas, Narolgam, Ahmedabad",3700.0,1548.0,3.0,3.0,Unfurnished,Owner,"Laxmi Nivas, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Bhaikakanagar, Ahmedabad",3600.0,4800.0,1.0,1.0,Unfurnished,Owner,"Bhaikakanagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in West Wing SkyVille, Shela, Ahmedabad",271.0,4518.0,3.0,3.0,Unfurnished,Owner,"West Wing Skyville, Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shahibag, Ahmedabad",7500.0,1100.0,3.0,3.0,Unfurnished,Owner,"Shahibag, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Swati Residency 5, Chandkheda, Ahmedabad",5200.0,1080.0,2.0,2.0,Semi-Furnished,Owner,"Swati Residency 5, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Elite Ornate, Tragad, Ahmedabad",6600.0,7500.0,2.0,2.0,Furnished,Owner,"Elite Ornate, Tragad, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shukan Ornate, Hansol, Ahmedabad",5300.0,1000.0,2.0,2.0,Semi-Furnished,Owner,"Shukan Ornate, Hansol, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Shilp Skyline, Shantigram, Ahmedabad",223.0,3334.0,4.0,3.0,Semi-Furnished,Owner,"Shilp Skyline, Shantigram, Ahmedabad",Ahmedabad,MagicBricks
1 BHK Flat for Sale in Ahmedabad,7800.0,700.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Tragad, Ahmedabad",9500.0,1291.0,3.0,3.0,Unfurnished,Owner,"Tragad, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Kb Royal Phoenix, Thaltej, Ahmedabad",8000.0,877.0,3.0,3.0,Furnished,Owner,"Kb Royal Phoenix, Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in SUNSPACE APARTMENT, Gurukul, Ahmedabad",4800.0,750.0,1.0,1.0,Furnished,Owner,"Sunspace Apartment, Gurukul, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Parishkaar, Khokhra, Ahmedabad",6000.0,713.0,2.0,2.0,Furnished,Owner,"Parishkaar, Khokhra, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vandemataram Homes, New Ranip, Ahmedabad",7500.0,1105.0,3.0,3.0,Furnished,Owner,"Vandemataram Homes, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Gokuldham Parisar, Nikol, Ahmedabad",8159.999999999999,1125.0,3.0,3.0,Unfurnished,Owner,"Gokuldham Parisar, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Satellite, Ahmedabad",8600.0,1080.0,2.0,2.0,Unfurnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Western Height, Gota, Ahmedabad",7500.0,160.0,3.0,3.0,Furnished,Owner,"Western Height, Gota, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Maninagar East, Maninagar, Ahmedabad",1350.0,6500.0,1.0,1.0,Unfurnished,Owner,"Maninagar East, Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Zundal, Ahmedabad",6500.0,160.0,3.0,3.0,Furnished,Owner,"Zundal, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Aaryan Aranyam, Shilaj, Ahmedabad",274.0,2500.0,4.0,3.0,Unfurnished,Agent,"Aaryan Aranyam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in LYCKA LIFE, Science City, Ahmedabad",141.0,1152.0,3.0,3.0,Unfurnished,Agent,"Lycka Life, Science City, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in HR Eliseo, Shela, Ahmedabad",118.0,1554.0,4.0,3.0,Unfurnished,Owner,"Hr Eliseo, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ashray Platina, New Ranip, Ahmedabad",4950.0,115.0,2.0,2.0,Furnished,Owner,"Ashray Platina, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Motera, Ahmedabad",9500.0,1103.0,3.0,3.0,Unfurnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,6500.0,152.0,2.0,2.0,Furnished,Agent,Ahmedabad,Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Sankalp Grace 3, Shilaj, Ahmedabad",550.0,6128.0,4.0,3.0,Unfurnished,Owner,"Sankalp Grace 3, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Aman, Thaltej, Ahmedabad",195.0,3425.0,4.0,3.0,Unfurnished,Owner,"Aman, Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Navrangpura, Ahmedabad",5800.0,900.0,2.0,2.0,Furnished,Owner,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Aryaman Gracia, Chandkheda, Ahmedabad",5200.0,135.0,2.0,2.0,Semi-Furnished,Owner,"Aryaman Gracia, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Akhbar Nagar, Nava Vadaj, Ahmedabad",7500.0,9200.0,2.0,2.0,Furnished,Owner,"Akhbar Nagar, Nava Vadaj, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Ambawadi, Ahmedabad",300.0,3303.0,4.0,3.0,Furnished,Owner,"Ambawadi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shukan Residency, Chandlodiya, Ahmedabad",5700.0,1289.0,2.0,2.0,Furnished,Owner,"Shukan Residency, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Gota, Ahmedabad",5550.0,107.0,2.0,2.0,Semi-Furnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Maninagar, Ahmedabad",7800.0,639.0,3.0,3.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,120.0,1260.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Prerna Viraj I, Satellite, Ahmedabad",5700.0,1080.0,3.0,3.0,Unfurnished,Owner,"Prerna Viraj I, Satellite, Ahmedabad",Ahmedabad,MagicBricks
"Studio Apartment for Sale in Orchid Mayfair, Prahlad Nagar, Ahmedabad",190.0,2500.0,5.0,3.0,Semi-Furnished,Owner,"Orchid Mayfair, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Bopal, Ahmedabad",100.0,320.0,4.0,3.0,Unfurnished,Agent,"Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ghatlodiya, Ahmedabad",5600.0,918.0,2.0,2.0,Furnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vijay Soch, Rambaug Kankariya Road, Ahmedabad",145.0,1004.0,3.0,3.0,Furnished,Owner,"Vijay Soch, Rambaug Kankariya Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in GSG Olive Greens, Gota, Ahmedabad",148.0,1250.0,3.0,3.0,Semi-Furnished,Owner,"Gsg Olive Greens, Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Swastik Clairmont, South Bopal, Bopal, Ahmedabad",8700.0,1017.0,3.0,3.0,Unfurnished,Owner,"Swastik Clairmont, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Memnagar, Ahmedabad",8000.0,160.0,2.0,2.0,Semi-Furnished,Owner,"Memnagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ashapura Samanvay Scintilla, South Bopal, Bopal, Ahmedabad",7500.0,1570.0,3.0,3.0,Unfurnished,Agent,"Ashapura Samanvay Scintilla, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Hn Safal Orchid Greenfield, Shela, Ahmedabad",5200.0,798.0,2.0,2.0,Semi-Furnished,Owner,"Hn Safal Orchid Greenfield, Shela, Ahmedabad",Ahmedabad,MagicBricks
"5 BHK Flat for Sale in Ambli, Ahmedabad",802.9999999999999,7650.0,5.0,3.0,Unfurnished,Owner,"Ambli, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Associated Vandanam, Gota, Ahmedabad",7000.0,1180.0,2.0,2.0,Furnished,Owner,"Associated Vandanam, Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sugam Residency, Paldi, Ahmedabad",180.0,1200.0,3.0,3.0,Furnished,Owner,"Sugam Residency, Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Tulsi Shyam Saanvi, Chandkheda, Ahmedabad",125.0,1890.0,3.0,3.0,Semi-Furnished,Owner,"Tulsi Shyam Saanvi, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Sahajanand Skyros, Bodakdev, Ahmedabad",464.0,3000.0,4.0,3.0,Unfurnished,Owner,"Sahajanand Skyros, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Pushp Residency, Vastral, Ahmedabad",3500.0,6500.0,1.0,1.0,Semi-Furnished,Owner,"Pushp Residency, Vastral, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chandkheda, Ahmedabad",115.0,159.0,2.0,2.0,Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shubh Greens, Vastral, Ahmedabad",6500.0,166.0,3.0,3.0,Semi-Furnished,Owner,"Shubh Greens, Vastral, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Maningar East, Khokhra, Ahmedabad",5500.0,8800.0,2.0,2.0,Unfurnished,Owner,"Maningar East, Khokhra, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Navrangpura, Ahmedabad",230.0,2865.0,4.0,3.0,Unfurnished,Owner,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Santosh Shantinath, Vejalpur, Jivraj park, Ahmedabad",3000.0,5800.0,1.0,1.0,Furnished,Owner,"Santosh Shantinath, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ganesh Malabar County 3, Sarkhej Gandhinagar Highway, Ahmedabad",8300.0,1330.0,2.0,2.0,Furnished,Owner,"Ganesh Malabar County 3, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"5 BHK Flat for Sale in Sanghavi Manor Ananda, Iscon Ambli Road, Ahmedabad",621.0,3795.0,5.0,3.0,Unfurnished,Agent,"Sanghavi Manor Ananda, Iscon Ambli Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shree Narayan Exotica, Memnagar, Ahmedabad",9000.0,1504.0,2.0,2.0,Furnished,Owner,"Shree Narayan Exotica, Memnagar, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,5700.0,891.0,2.0,2.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Arkiton Luxe, Bopal, Ahmedabad",8400.0,968.0,3.0,3.0,Unfurnished,Owner,"Arkiton Luxe, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Dev Aashish Divine 2, Akruti Township, Ahmedabad",3400.0,1099.0,2.0,2.0,Unfurnished,Owner,"Dev Aashish Divine 2, Akruti Township, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Siddhi Aarohi Villa, Ahmedabad",5000.0,538.0,2.0,2.0,Unfurnished,Owner,"Siddhi Aarohi Villa, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Sanghavi Manor Ananda, Iscon Ambli Road, Ahmedabad",425.0,3440.0,4.0,3.0,Unfurnished,Owner,"Sanghavi Manor Ananda, Iscon Ambli Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Umiya Residency, Nikol, Ahmedabad",2800.0,900.0,2.0,2.0,Furnished,Owner,"Umiya Residency, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Keshav Nagar, Ahmedabad",5200.0,7000.0,2.0,2.0,Furnished,Owner,"Keshav Nagar, Ahmedabad",Ahmedabad,MagicBricks
4 BHK Flat for Sale in Ahmedabad,187.0,165.0,4.0,3.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Dharmadev Swaminarayan Park 2, Ahmedabad",4200.0,130.0,2.0,2.0,Unfurnished,Owner,"Dharmadev Swaminarayan Park 2, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Akshardham Heights, Vastral, Ahmedabad",3500.0,121.0,2.0,2.0,Unfurnished,Owner,"Akshardham Heights, Vastral, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shela, Ahmedabad",154.0,1944.0,3.0,3.0,Unfurnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in SAFAL PARIVESH, Prahlad Nagar, Ahmedabad",185.0,2010.0,3.0,3.0,Furnished,Owner,"Safal Parivesh, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Infinity Ajwad, Sarkhej, Ahmedabad",7500.0,2286.0,3.0,3.0,Semi-Furnished,Owner,"Infinity Ajwad, Sarkhej, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sardar Patel Ring Road, Ahmedabad",4500.0,840.0,1.0,1.0,Furnished,Owner,"Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shilaj, Ahmedabad",150.0,2310.0,3.0,3.0,Semi-Furnished,Owner,"Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shilaj, Ahmedabad",8500.0,1295.0,3.0,3.0,Unfurnished,Owner,"Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in KT Hrishikesh Kishor Park, Vaishnodevi Circle, Ahmedabad",4220.0,128.0,2.0,2.0,Unfurnished,Owner,"Kt Hrishikesh Kishor Park, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Anand Nirmal Homes, Motera, Ahmedabad",6200.0,5700.0,2.0,2.0,Furnished,Owner,"Anand Nirmal Homes, Motera, Ahmedabad",Ahmedabad,MagicBricks
3 BHK Flat for Sale in Ahmedabad,7500.0,150.0,3.0,3.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Pushpraj Apartment, Jashoda Nagar, Ahmedabad",4500.0,1000.0,2.0,2.0,Unfurnished,Owner,"Pushpraj Apartment, Jashoda Nagar, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Deep Indraprasth Gulmohar, Vastrapur, Ahmedabad",600.0,4400.0,4.0,3.0,Furnished,Owner,"Deep Indraprasth Gulmohar, Vastrapur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shree Sahjanand Residency, Daskroi, Ahmedabad",4000.0,9500.0,2.0,2.0,Furnished,Owner,"Shree Sahjanand Residency, Daskroi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vandematram City, Vandematram Arcade, Ahmedabad",6000.0,9000.0,2.0,2.0,Semi-Furnished,Owner,"Vandematram City, Vandematram Arcade, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ambawadi, Ahmedabad",9900.0,1650.0,3.0,3.0,Semi-Furnished,Owner,"Ambawadi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vastral, Ahmedabad",2850.0,657.0,2.0,2.0,Unfurnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Paldi, Ahmedabad",175.0,2295.0,3.0,3.0,Semi-Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Unique Aashiyana, Gota, Ahmedabad",100.0,1584.0,3.0,3.0,Semi-Furnished,Owner,"Unique Aashiyana, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ghodasar, Ahmedabad",4500.0,800.0,2.0,2.0,Furnished,Owner,"Ghodasar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Manekbag Society, Ahmedabad",155.0,2100.0,3.0,3.0,Unfurnished,Owner,"Manekbag Society, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",4000.0,3800.0,1.0,1.0,Semi-Furnished,Owner,"Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Serenity Lavish, Science City, Ahmedabad",135.0,2475.0,3.0,3.0,Unfurnished,Owner,"Serenity Lavish, Science City, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Naroda, Ahmedabad",3050.0,9500.0,1.0,1.0,Furnished,Owner,"Naroda, Ahmedabad",Ahmedabad,MagicBricks
1 BHK Flat for Sale in Ahmedabad,2000.0,90.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Bopal Gam, Ahmedabad",7500.0,178.0,3.0,3.0,Semi-Furnished,Owner,"Bopal Gam, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sun South Winds, South Bopal, Bopal, Ahmedabad",7500.0,1435.0,3.0,3.0,Semi-Furnished,Owner,"Sun South Winds, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Ayodhya Apartment, Vatva, Ahmedabad",1800.0,8400.0,1.0,1.0,Semi-Furnished,Owner,"Ayodhya Apartment, Vatva, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in The Festival Residency 2, Vaishnodevi Circle, Ahmedabad",6600.0,1557.0,3.0,3.0,Unfurnished,Owner,"The Festival Residency 2, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Chandkheda, Ahmedabad",3000.0,413.0,1.0,1.0,Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Kailash Royal, Nana Chiloda, Ahmedabad",4990.0,1730.0,2.0,2.0,Furnished,Owner,"Kailash Royal, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Savvy Studioz, Jagatpur, Ahmedabad",3450.0,400.0,1.0,1.0,Unfurnished,Owner,"Savvy Studioz, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
